,cntSender,cntRecipient
Scott Stoness,69.0,50.0
Eric Benson,69.0,45.0
Lisa Lunz,69.0,17.0
Regan Smith,69.0,16.0
Saibi,69.0,16.0
Michael Jacobson,69.0,5.0
Walt Serrano,69.0,5.0
Schwabalerts Marketupdates,69.0,0.0
Torrey Moorer,68.0,115.0
Kevin Meredith,68.0,81.0
Jordan Mintz,68.0,73.0
Gary Spraggins,68.0,66.0
Kenneth Parkhill,68.0,46.0
Anna Mehrer,68.0,31.0
Kenton Erwin,68.0,15.0
Facilities Help,68.0,13.0
Xochitl Alexis Velasco,68.0,6.0
Deshonda Hamilton,68.0,2.0
Clearbot Mailblaster Eclearstation,68.0,0.0
Joe Hartsoe,67.0,362.0
Richard Causey,67.0,270.0
Robert Jones,67.0,82.0
Wade Price,67.0,61.0
Pavlou,67.0,37.0
Shults,67.0,37.0
Dan Fancler,67.0,30.0
Mark Lay,67.0,27.0
Ronald Brzezinski,67.0,24.0
Peter Berzins,67.0,15.0
Rrich Bracepatt,67.0,10.0
Lynn Aven,66.0,117.0
Theresa Brogan,66.0,92.0
Dale Rasmussen,66.0,77.0
Espinoza,66.0,73.0
Jarrod Cyprow,66.0,60.0
Dorie Hitchcock,66.0,30.0
Katherine Herrera,66.0,29.0
Paul Goddard,66.0,26.0
Linda Simmons,66.0,21.0
Lisa Druzbik,66.0,18.0
Pamela Chambers,66.0,16.0
Melissa Videtto,66.0,15.0
Dirk Vanulden,66.0,11.0
Scott Dozier,66.0,10.0
Kirk Mcdaniel,66.0,5.0
Abigail Taylor,66.0,4.0
Jennifer Mcquade,66.0,2.0
Dave Darnell,66.0,0.0
Rodenburg Eric Cerodenbu Utilicorp,66.0,0.0
John Sherriff,65.0,177.0
Bruce Mills,65.0,147.0
Jose Bestard,65.0,73.0
Denis O'Connell,65.0,57.0
Bob Lee,65.0,49.0
Gloria Ogenyi,65.0,28.0
Alan Yudkowsky,65.0,26.0
Jtp Rcn,65.0,15.0
Npickover Bracepatt,65.0,1.0
Smartreminders Cmessenger,65.0,0.0
Maria Pavlou,64.0,129.0
Portland West,64.0,98.0
Dan Leff,64.0,92.0
Margaret Carson,64.0,67.0
Kevin Kindall,64.0,46.0
Mara Bronstein,64.0,45.0
Robert Walker,64.0,41.0
Pat Shortridge,64.0,37.0
Karen Carter,64.0,22.0
Mechelle Atwood,64.0,11.0
Lindsay Renaud,64.0,5.0
Dylan Windham,63.0,120.0
Allison Navin,63.0,79.0
Michael Olsen,63.0,68.0
Crandall,63.0,59.0
Nancy Bagot,63.0,57.0
Haedicke Mark,63.0,50.0
Soma Ghosh,63.0,40.0
Susan Smith,63.0,40.0
Naveen Andrews,63.0,38.0
Steve Hooser,63.0,37.0
Gregory Lang,63.0,33.0
Melissa Becker,63.0,31.0
Debra Bailey,63.0,25.0
Tammy Jaquet,63.0,24.0
Gkutzschbach Fulbright,63.0,15.0
Cannon,63.0,9.0
Preston Ochsner,63.0,2.0
Rhaik Prebon,63.0,2.0
Cgoering Nyiso,63.0,0.0
Vicki Sharp,62.0,198.0
Michael Bridges,62.0,148.0
Jim Armogida,62.0,91.0
Georgeanne Hodges,62.0,86.0
Jenny Rub,62.0,83.0
James Saunders,62.0,75.0
Jeff Nogid,62.0,74.0
Greg Brazaitis,62.0,65.0
Lester Rawson,62.0,54.0
Stephen Thome,62.0,27.0
Karima Husain,62.0,24.0
James Studebaker,62.0,22.0
Asem Atta,62.0,20.0
Laura Valencia,62.0,18.0
Em Request Khou Eweatherwarn,62.0,0.0
Nosheen Ali,62.0,0.0
Kenneth Lay,61.0,2826.0
Jim Homco,61.0,140.0
Bryce Baxter,61.0,124.0
Proctor,61.0,76.0
Gilbergd Sullcrom,61.0,72.0
Bill Hare,61.0,57.0
Ronald Matthews,61.0,44.0
Billy Lemmons,61.0,40.0
Vincent Strohmeyer,61.0,37.0
Randy Bhatia,61.0,32.0
Ashley Baxter,61.0,26.0
Jeff Johnson,61.0,24.0
Kevin Jolly,61.0,13.0
Patrick Mulvany,61.0,12.0
Georgia Ward,61.0,6.0
Matt Allsup,61.0,6.0
Pilar Ramirez,61.0,5.0
Dan Lyons,60.0,124.0
Carole Frank,60.0,123.0
Amita Gosalia,60.0,67.0
Doug Sewell,60.0,51.0
Felicia Doan,60.0,45.0
Gus Eghneim,60.0,34.0
Mike Mazowita,60.0,34.0
Carrie Hollomon,60.0,29.0
Veronica Valdez,60.0,28.0
Mary Weatherstone,60.0,18.0
Adrianne Engler,60.0,15.0
John Rigby,60.0,15.0
Lynnette Barnes,60.0,12.0
Heather Mathis,60.0,10.0
Bstephen Academicplanet,60.0,9.0
Almeida Keoni Ckalmeida Caiso,60.0,1.0
Etssolutioncenter,60.0,1.0
Mailbot Datek,60.0,0.0
Rosemary Gracey,60.0,0.0
Vladimir Gorny,59.0,132.0
Edward Gottlob,59.0,110.0
Cottwl,59.0,92.0
John Greene,59.0,60.0
Bryan Gottfredson,59.0,51.0
Tommy Yanowski,59.0,47.0
Jennifer Cutaia,59.0,40.0
Rebecca Grace,59.0,24.0
Inja Chun,59.0,22.0
Theresa Vos,59.0,11.0
Sanjeev Gupta,59.0,7.0
David Dupre,58.0,74.0
Narsimha Misra,58.0,37.0
Scott Dieball,58.0,36.0
Mike Purcell,58.0,30.0
Richard Deming,58.0,28.0
Alex Saldana,58.0,26.0
Kimberly Vaughn,58.0,25.0
Mary Kay,58.0,24.0
Richard Pinion,58.0,23.0
Sherry Forbish,58.0,13.0
Spatti Ensr,58.0,13.0
Katherine Benedict,58.0,12.0
Amy Spoede,58.0,3.0
George Eellis Americas Ebnpparibas,58.0,2.0
Enerfax Bellsouth,58.0,0.0
Leslie Reeves,57.0,287.0
Brad Mckay,57.0,107.0
Mark Evans,57.0,103.0
Peggy Hedstrom,57.0,92.0
Amy Mulligan,57.0,71.0
Sheila Walton,57.0,70.0
Tim Heizenrader,57.0,69.0
Darren Vanek,57.0,66.0
Mark Confer,57.0,48.0
Alejandra Chavez,57.0,45.0
Shelly Jones,57.0,34.0
Mary Schoen,57.0,32.0
Michael Benien,57.0,29.0
Gordon Mckillop,57.0,27.0
Biliana Pehlivanova,57.0,23.0
Josie Call,57.0,14.0
Clyatt,57.0,13.0
Sean Grady,57.0,3.0
Mike Griffith Cgriff Odessapumps,57.0,0.0
Winfree Neal Ed Ewinfree,57.0,0.0
Carlos Rodriguez,56.0,208.0
Sheila Tweed,56.0,202.0
Maria Garza,56.0,200.0
Eldon Sellers,56.0,104.0
George Grant,56.0,98.0
Diane Cook,56.0,52.0
Jeffrey Miller,56.0,46.0
Gaskill,56.0,45.0
Beth Cherry,56.0,44.0
John Llodra,56.0,32.0
Rex Shelby,56.0,30.0
Peggy Mccurley,56.0,29.0
Seabron Adamson,56.0,18.0
Fred Philipson,56.0,7.0
Shea Dugger I,56.0,6.0
Bwoertz Caiso,56.0,3.0
Ambrocik,56.0,1.0
Julia Murray,55.0,229.0
Michael Brown,55.0,217.0
Mark Breese,55.0,102.0
Tony Pryor,55.0,71.0
Clayton Vernon,55.0,55.0
Charles Ward,55.0,43.0
Chantelle Villanueva,55.0,42.0
Elaine Concklin,55.0,32.0
Jim Little,55.0,27.0
Becky Stephens,55.0,26.0
Rae Meadows,55.0,20.0
Donohoe,55.0,10.0
Joyce Dorsey,55.0,9.0
Diane Becker,55.0,8.0
Daniel Quezada,55.0,5.0
Kathy Dodgen,55.0,5.0
Brent Hendry At Enron_Development@Ccmail,55.0,3.0
Israel Estrada,55.0,3.0
Network Security,55.0,1.0
"""Merriam-Webster'S Word Of The Day"" <Mw-Wod@Listserv.Webster.M-W.Com>@Enron",55.0,0.0
Eserver,55.0,0.0
Memberservices Travelocity,55.0,0.0
Sandyteb,55.0,0.0
John Hodge,54.0,471.0
Grant Masson,54.0,208.0
Rika Lmai,54.0,187.0
Jkelly Fairisaac,54.0,51.0
Mccullough,54.0,28.0
Colin Tonks,54.0,24.0
Sheetal Patel,54.0,19.0
James Hungerford,54.0,10.0
Frl Pge,54.0,9.0
General Announcement Corp,54.0,0.0
Rvujtech Carrfut,54.0,0.0
Simone Rose,54.0,0.0
Corry Bentley,53.0,111.0
Tom Chapman,53.0,75.0
Charlene Jackson,53.0,62.0
Lisa Shoemake,53.0,53.0
Charles Cheek,53.0,51.0
Brad Richter,53.0,48.0
Eric Faucheaux,53.0,24.0
John Sturn,53.0,19.0
Jay Knoblauh,53.0,18.0
Guillermo Canovas,53.0,12.0
Romero,53.0,12.0
Stacy Wales,53.0,11.0
Richardson Copn,53.0,5.0
Cgt Fcustomer Fservices Nisource,53.0,0.0
Jdquillen,53.0,0.0
Jennifer Burns,52.0,317.0
Katie Trullinger,52.0,116.0
Ben Asante,52.0,113.0
Thu Nguyen,52.0,113.0
Karen Heathman,52.0,112.0
Jim Fallon,52.0,84.0
Stanley Horton,52.0,77.0
Steve Montovano,52.0,77.0
Bob Burleson,52.0,43.0
Diane Goode,52.0,43.0
Greg Couch,52.0,41.0
Gina Corteselli,52.0,36.0
Stacy Runswick,52.0,33.0
Scarey Isda,52.0,31.0
Frazier King,52.0,27.0
Kroum Kroumov,52.0,19.0
Tom Shelton,52.0,18.0
Edward Attanasio,52.0,17.0
Frank Jesus,52.0,14.0
Catherine Clark,52.0,13.0
Jo Ann,52.0,9.0
Katherine Crosswhite,52.0,6.0
Richard Abramowicz,52.0,5.0
Kristin Albrecht,51.0,188.0
Stephen Stock,51.0,98.0
Thomas Gros,51.0,94.0
Jill Zivley,51.0,48.0
Gloria Barkowsky,51.0,43.0
Clara Carrington,51.0,39.0
Information Risk,51.0,35.0
Jennifer Lamprecht,51.0,22.0
Brian Heinrich,51.0,19.0
Lillian Villarreal,51.0,7.0
Edismail Incident,51.0,0.0
Gary Green,50.0,628.0
Martha Benner,50.0,244.0
Allan,50.0,145.0
Jason Peters,50.0,86.0
Bob Chandler,50.0,64.0
Duong Luu,50.0,62.0
Virginia Thompson,50.0,47.0
Denise Lagesse,50.0,35.0
Orlando Gonzalez,50.0,33.0
Shannon Mcpearson,50.0,30.0
Brian Hendon,50.0,20.0
Martha Janousek,50.0,18.0
Kim Alexander,50.0,7.0
Support Neg Epge,50.0,0.0
System Administrator,50.0,0.0
Rod Nelson,49.0,222.0
David Parquet,49.0,98.0
Steve Hotte,49.0,70.0
Paul Dawson,49.0,63.0
Miguel Garcia,49.0,43.0
Molly Harris,49.0,41.0
Kortney Brown,49.0,27.0
Adrial Boals,49.0,24.0
Mehrer,49.0,20.0
George Wasaff,49.0,18.0
Joe Casas,49.0,18.0
Jmunoz Mcnallytemple,49.0,10.0
Lillahmay,49.0,3.0
Energy Industry,49.0,1.0
Buy Cbuy Enews Ebuy,49.0,0.0
Dailyblessings Postmastergeneral,49.0,0.0
Levine@Haas.Berkeley.Edu,49.0,0.0
Peter Melera Cpmelera Calpine,49.0,0.0
Roxanne Saldana,49.0,0.0
Genia Fitzgerald,48.0,274.0
Doug Gilbert Smith,48.0,77.0
Jeffrey Watkiss,48.0,73.0
Michael Guerriero,48.0,63.0
Bike,48.0,59.0
Dwight Beach,48.0,29.0
David Dronet,48.0,25.0
Robert Eickenroht,48.0,25.0
Anne Labbe,48.0,23.0
Michelle Lawless,48.0,11.0
Tracy Greene,48.0,9.0
Debbie Nowak,48.0,4.0
Kkelly Tfsbrokers,48.0,3.0
Skilling,48.0,1.0
Chuck Carson Ccwcarso,48.0,0.0
Leonard@Haas.Berkeley.Edu,48.0,0.0
Linda P Lay Cmrslinda Lplpi,48.0,0.0
Rabon Chance Cchance Erabon,48.0,0.0
Tom Dobson Ctomd Amerexenergy,48.0,0.0
Andrew Lewis,47.0,1149.0
Wes Colwell,47.0,284.0
Neil Bresnan,47.0,125.0
Beth Perlman,47.0,105.0
Gary Stadler,47.0,60.0
Hope Vargas,47.0,56.0
Celeste Roberts,47.0,55.0
Souad Mahmassani,47.0,54.0
Steve Gilbert,47.0,46.0
Donna Scott,47.0,43.0
Bernice Rodriguez,47.0,42.0
Eva Neufeld,47.0,30.0
Ogden,47.0,26.0
Robert Quick,47.0,23.0
Stephanie Truss,47.0,15.0
Mattias Palm,47.0,12.0
Gracie Presas,47.0,8.0
Hao Quinnemanuel,47.0,6.0
Isabel Parker,47.0,3.0
Charla Stuart,47.0,2.0
Foothi Idt,47.0,2.0
Brown Fmary Fjo Lilly,47.0,0.0
Dag Cact,47.0,0.0
Dmuchow Erols,47.0,0.0
Hudson Todd Ctgh Pge,47.0,0.0
Lisa Fair,47.0,0.0
Marc Stewart Cstewart Mallia,47.0,0.0
Owner Qgadc,47.0,0.0
Scott Tichavsky Cstichavsky Pct,47.0,0.0
Stuart Eogg Weil,47.0,0.0
Eric Bass,46.0,252.0
Sandi Braband,46.0,166.0
Tom Briggs,46.0,91.0
Chris Booth,46.0,71.0
Christina,46.0,68.0
Barton Clark,46.0,59.0
Steve Hpl,46.0,55.0
Steve Young,46.0,40.0
Amy Smith,46.0,39.0
Outlook Migration,46.0,22.0
Lehman Bros,46.0,19.0
Jodie Floyd,46.0,18.0
Jbrewer Leathercenter,46.0,10.0
Jennifer Staton,46.0,7.0
Jon Cathers,46.0,7.0
Larry Pardue,46.0,6.0
Ray Stelly,46.0,5.0
Barbara Sain,46.0,4.0
Travis Winfrey,46.0,4.0
Charlotte Banks,46.0,0.0
Ets General,46.0,0.0
Ino Cevening,46.0,0.0
Judy Townsend,45.0,278.0
Bjorn Hagelmann,45.0,98.0
Notification Of,45.0,96.0
Police Lawman,45.0,85.0
Fmackin,45.0,81.0
Per Sekse,45.0,71.0
Cwcass,45.0,60.0
Margaret Allen,45.0,50.0
Lisa Best,45.0,30.0
Samuel Schott,45.0,22.0
Susan Rance,45.0,20.0
Brendan Devlin,45.0,17.0
Ken Lay,45.0,17.0
Kenneth Seaman,45.0,14.0
Andrew Parsons,45.0,10.0
David Maxwell,45.0,10.0
Wayne Gardner,45.0,9.0
Cynthia Morrow,45.0,7.0
Jeffsmirin Txu,45.0,7.0
Sandy Haldeman,45.0,7.0
Laine Lobban,45.0,2.0
Copinionjournal Wsj,45.0,0.0
Sheri Ea Erighi Accenture,45.0,0.0
Eric Linder,44.0,593.0
Mike Mcconnell,44.0,225.0
Brenda Fletcher,44.0,169.0
Elizabeth Hernandez,44.0,92.0
Kyle Etter,44.0,56.0
Fran Mayes,44.0,54.0
Cyndie Balfour,44.0,46.0
James Keller,44.0,35.0
John Schwartzenburg,44.0,35.0
Paul Hennemeyer,44.0,35.0
Charlotte Hawkins,44.0,33.0
Leif Hoegh,44.0,32.0
Dawn Doucet,44.0,29.0
Funkhouser,44.0,26.0
Angela Mcculloch,44.0,25.0
Angela Wilson,44.0,24.0
Dina Snow,44.0,17.0
Jackie Morgan,44.0,17.0
Terry Sanvido,44.0,17.0
Kevin Brady,44.0,16.0
Doug Cebryk,44.0,15.0
Linda Yueh,44.0,11.0
Jo Hill,44.0,7.0
Leann Walton,44.0,1.0
Sle Tca,44.0,1.0
Amazon Cgift,44.0,0.0
Mike Gioffre Cdgioffre,44.0,0.0
Savont,44.0,0.0
Mark Fisher,43.0,363.0
David Gorte,43.0,130.0
Steve Gillespie,43.0,80.0
Stewart Rosman,43.0,78.0
Regina Blackshear,43.0,69.0
Earl Chanley,43.0,62.0
Paulo Issler,43.0,58.0
Imai,43.0,56.0
Francis Lim,43.0,47.0
Mike Riedel,43.0,44.0
Kerry Roper,43.0,36.0
Brad Holmes,43.0,33.0
Ruth Jensen,43.0,33.0
Esmeralda Gonzalez,43.0,27.0
Fleming,43.0,25.0
Collins,43.0,21.0
Charlie Graham,43.0,18.0
Kevin Ea Eboone Accenture,43.0,15.0
Dave Wei,43.0,14.0
John Swafford,43.0,14.0
Peter Meier,43.0,12.0
Angela White,43.0,3.0
Mreddy Epsa,43.0,1.0
Andy Weingarten Candy Apbenergy,43.0,0.0
Beverly Gibson Cbgibson Err,43.0,0.0
Crosswalk Cneilanderson Ecrosswalk,43.0,0.0
Energybulletin Platts,43.0,0.0
Gopbi Storm Warning Center Advisory Hurricanecentral,43.0,0.0
,42.0,331.0
Ilallen,42.0,202.0
Jeff Blumenthal,42.0,117.0
Angie Zeman,42.0,88.0
Chance Rabon,42.0,82.0
Kristin Gandy,42.0,76.0
Robert Neustaedter,42.0,54.0
Fred Boas,42.0,48.0
Alberto Levy,42.0,36.0
Botello,42.0,30.0
Sheila Knudsen,42.0,29.0
Jeffrey Oh,42.0,27.0
Ermis,42.0,26.0
Edie Leschber,42.0,25.0
Margo Reyna,42.0,24.0
Andrew Cornfield,42.0,23.0
Timothy Callahan,42.0,22.0
Ken Kdscommunications,42.0,21.0
Blair Lichtenwalter,42.0,17.0
Mary Jo,42.0,15.0
Gwyn Koepke,42.0,12.0
Jennsreit,42.0,12.0
Laura Wente,42.0,11.0
Drew Ries,42.0,10.0
Patricia Kirkwood,42.0,7.0
Truong Vu,42.0,4.0
Sladana Kulic,42.0,3.0
Kevin Cklyn Pdq,42.0,2.0
Bobbi Kilburn,42.0,1.0
Alerts Breakingnews,42.0,0.0
Beckyp Bammel,42.0,0.0
Chris Unger,42.0,0.0
David Avila,42.0,0.0
Michael Grace Cmlpdgrace,42.0,0.0
Motsinger,42.0,0.0
William Kendrick,41.0,314.0
Tara Sweitzer,41.0,80.0
Sherlyn Schumack,41.0,64.0
Dan Dietrich,41.0,46.0
Aisha Jamal,41.0,43.0
Marvia Jefferson,41.0,36.0
Diann Huddleson,41.0,29.0
Christine Piesco,41.0,27.0
Mercy Gil,41.0,23.0
Vanessa Groscrand,41.0,18.0
Steve Kleb,41.0,13.0
Michael Green,41.0,11.0
Jan Cooley,41.0,7.0
Mcohen Ggfcm,41.0,6.0
Shanna Boudreaux,41.0,6.0
Jeb Ligums,41.0,5.0
Paul Lebeau,41.0,5.0
Mdennis Prebon,41.0,4.0
Sarita Garza,41.0,4.0
Barbette Watts I,41.0,3.0
Kayla Harmon,41.0,1.0
Raymond Bowen,40.0,252.0
Steve January,40.0,222.0
Don Black,40.0,169.0
Melissa Graves,40.0,105.0
Franky Sayre,40.0,102.0
Eve Puckett,40.0,62.0
John Suarez,40.0,53.0
Amitava Dhar,40.0,52.0
Mike Roan,40.0,52.0
John Goodpasture,40.0,50.0
Carlos Sole,40.0,49.0
Davies,40.0,48.0
Kevin Cousineau,40.0,39.0
Elena Chilkina,40.0,36.0
Mlk Pkns,40.0,35.0
Nwodka Bracepatt,40.0,26.0
Karen Brostad,40.0,22.0
Ft Specials,40.0,17.0
John Peyton,40.0,16.0
Dawn Derr,40.0,8.0
Jennifer Longoria,40.0,7.0
D Brett,40.0,4.0
Michael Mattox,40.0,4.0
Cleo Bailey,40.0,1.0
Emailsweeper Eadmin,40.0,0.0
Patricia Rivera,40.0,0.0
Sexxxmail List Eemailbucks,40.0,0.0
Marla Barnard,39.0,73.0
William Smith,39.0,73.0
Rainslie Isda,39.0,40.0
James Bouillion,39.0,39.0
Steve Kirk,39.0,38.0
Mara Alexandr,39.0,34.0
Staci Holtzman,39.0,31.0
Kirstee Hewitt,39.0,28.0
Frank Sayre,39.0,24.0
Raymond Yeow,39.0,24.0
Craig Taylor,39.0,21.0
Fran Fagan,39.0,17.0
John Kiani,39.0,15.0
Angie Collins,39.0,11.0
Zakiyyah Mcclure,39.0,11.0
Bob Hansen,39.0,10.0
Melissa Solis,39.0,6.0
Cindy Stokes,39.0,5.0
Kbeniga Schwabe,39.0,3.0
Mark Mixon,39.0,3.0
Panacea Swbell,39.0,1.0
Scott Eneal,39.0,1.0
Enron Change,39.0,0.0
Ets General Announcement Et,39.0,0.0
Multex Investor Multexinvestornetwork,39.0,0.0
Power Marketing Association Cinfo Pmaconference,39.0,0.0
Realarcade Cnews Real,39.0,0.0
Murray O'Neil,38.0,97.0
Stella Morris,38.0,53.0
Janet Moore,38.0,52.0
Jeff Brown,38.0,48.0
Larry Jester,38.0,45.0
Lucy Ortiz,38.0,44.0
James Simpson,38.0,39.0
Keith Considine,38.0,24.0
Stanley Cocke,38.0,23.0
Cynthia Harkness,38.0,16.0
Trey Hardy,38.0,15.0
Roy Boston,38.0,14.0
Melinda Gallishaw,38.0,12.0
Kit Blair,38.0,9.0
Jeffrey Garten,38.0,8.0
Maribel Monterrey,38.0,7.0
Dschultz Hollandhart,38.0,2.0
Automated Response,38.0,0.0
Djcustomclips Djinteractive,38.0,0.0
Bob Bowen,37.0,153.0
Julie Gomez,37.0,91.0
Rpickel Isda,37.0,80.0
Lon Stanton,37.0,54.0
Kimberly Allen,37.0,53.0
Brett Wiggs,37.0,40.0
Dave Scott,37.0,35.0
Robert Hill,37.0,28.0
Jason Sokolov,37.0,25.0
Moon,37.0,24.0
Jacqueline Coleman,37.0,23.0
Jeffrey Pearson,37.0,22.0
Jessica Presas,37.0,22.0
Kerry Stroup,37.0,22.0
Meredith Philipp,37.0,17.0
Treasa Kirby,37.0,16.0
Davidson,37.0,13.0
Holly Heath,37.0,3.0
Enron Media,37.0,1.0
Public Relations,37.0,1.0
Russell Tucker,37.0,1.0
Abcnews L List Starwave,37.0,0.0
Breakingnews Cnn,37.0,0.0
Csvarga Kudlow,37.0,0.0
Mmf Pge,37.0,0.0
Julie Sarnowski,36.0,90.0
Marnie Lamb,36.0,85.0
Michel Nelson,36.0,73.0
Mark Dilworth,36.0,42.0
Lewis,36.0,41.0
Daniel Rogers,36.0,36.0
Stephanie Mcginnis,36.0,34.0
Patricia Hunter,36.0,31.0
Brandon Neff,36.0,27.0
Terri Clynes,36.0,23.0
Bradley Jones,36.0,20.0
Torres,36.0,20.0
Heidi Withers,36.0,19.0
Stephen Swain,36.0,17.0
Ken Lewchuk,36.0,14.0
Christy Lobusch,36.0,12.0
Teruo Tanaka,36.0,12.0
An,36.0,11.0
Chris Sonneborn,36.0,11.0
Loretta Brelsford,36.0,11.0
Almeida,36.0,9.0
Sap Security,36.0,9.0
Fap Management Wharton Upenn,36.0,6.0
Maria Perales,36.0,2.0
Alienenvoy,36.0,1.0
Brock Donna Cdbrock Howard,36.0,0.0
Deals Bestfares,36.0,0.0
Enerfax Cenerfax Bellsouth,36.0,0.0
Latrisha Allen,36.0,0.0
Mark Ebridges Ubsw,36.0,0.0
Michael Galvan,35.0,108.0
Bonnie White,35.0,90.0
Kent Miller,35.0,85.0
Mary Darveaux,35.0,84.0
Steven January,35.0,61.0
Arnold Eisenstein,35.0,50.0
Jean Ryall,35.0,47.0
Robert Benningfield,35.0,44.0
Michele Winckowski,35.0,40.0
Kevin Sweeney,35.0,34.0
Lydia Cannon,35.0,31.0
Paul Cherry,35.0,30.0
Cora Pendergrass,35.0,22.0
Nita Garcia,35.0,22.0
Tom Victorio,35.0,22.0
Catherine Huynh,35.0,21.0
Theresa Zucha,35.0,19.0
Laurel Bolt,35.0,13.0
Mahesh Lakhani,35.0,13.0
Shirley Mcdowell,35.0,8.0
Hai Chen,35.0,5.0
Clinton Kripki,35.0,2.0
Mukunah Winstim,35.0,1.0
Tera Moss,35.0,1.0
Dkg Enernetok,35.0,0.0
Elizabeth Lay,35.0,0.0
Hetrick Nancy Cnancy Ehetrick,35.0,0.0
Isc Registrar,35.0,0.0
Jcfleury Nyseg,35.0,0.0
Special Arrangements,35.0,0.0
Linda Guinn,34.0,228.0
Gray,34.0,94.0
Mark Courtney,34.0,87.0
Jackson Logan,34.0,83.0
Michael Etringer,34.0,60.0
Linda Trevino,34.0,39.0
Michelle Akers,34.0,29.0
Elizabeth Soto,34.0,26.0
David Steiner,34.0,24.0
Gramlr Pjm,34.0,24.0
Kourtney Nelson,34.0,24.0
Matt Pena,34.0,24.0
Heidi Dubose,34.0,17.0
Candace Bywaters,34.0,15.0
Mike Mccracken,34.0,13.0
David Plaisance,34.0,12.0
Rob Cone,34.0,12.0
Joe Connor,34.0,11.0
Nancy Hetrick,34.0,11.0
Mandy Mackinnon,34.0,8.0
Dun Hea,34.0,6.0
Diana Willigerod,34.0,5.0
Darin Talley,34.0,4.0
Stephanie Summers,34.0,1.0
Commodconfirmsadmin Gs,34.0,0.0
Robert Pearson Crpearson Oilstates,34.0,0.0
Sayed Khoja,34.0,0.0
Theresa Wiesmann,34.0,0.0
Dave Samuels,33.0,129.0
Gregg Penman,33.0,105.0
Donald Lassere,33.0,99.0
Jefferson Sorenson,33.0,77.0
Amy Felling,33.0,70.0
Aneela Charania,33.0,56.0
Jared Kaiser,33.0,56.0
Greg Whiting,33.0,49.0
Gary Bryan,33.0,45.0
Sheri Cromwell,33.0,42.0
Laird Dyer,33.0,38.0
Jane Allen,33.0,31.0
Joe Hillings,33.0,30.0
Ranabir Dutt,33.0,28.0
Bruce Rudy,33.0,25.0
Martha Stevens,33.0,22.0
Laurie Knight,33.0,21.0
Rakesh Bharati,33.0,20.0
Lola Willis,33.0,18.0
Anthony Dayao,33.0,17.0
Paula Corey,33.0,17.0
Russell Murrell,33.0,16.0
Reyna Cabrera,33.0,13.0
Greg Trefz,33.0,11.0
Lucy Marshall,33.0,11.0
George Huan,33.0,10.0
Todd Peterson,33.0,6.0
Kim Godfrey,33.0,5.0
Imelda Trevino,33.0,4.0
John Ale Hou Azurix,33.0,3.0
Vkaminski,33.0,3.0
Jennifer Blevins,33.0,1.0
Sschroed Eca Indosuez,33.0,1.0
Blanchard Lawanda T Clblanchard Howard,33.0,0.0
Karolyn Criado,33.0,0.0
Quenet,33.0,0.0
Selma Reyna,33.0,0.0
Stacey Neuweiler,32.0,164.0
Leslie Smith,32.0,111.0
George Mcclellan,32.0,88.0
Larry Berger,32.0,74.0
Mecole Brown,32.0,62.0
Rodney Malcolm,32.0,57.0
Frthis,32.0,55.0
Richard Lewis,32.0,48.0
Robert George,32.0,42.0
Joseph Hrgovcic,32.0,40.0
Jana Giovannini,32.0,35.0
Ratner,32.0,34.0
John Keiser,32.0,31.0
Ed Hearn,32.0,27.0
Martin Rosell,32.0,27.0
Pamela Carter,32.0,25.0
Lawfeder,32.0,20.0
Mary Perkins,32.0,19.0
Sharon Solon,32.0,19.0
Zhiyun Yang,32.0,17.0
Annieleung Kpmg,32.0,16.0
Carries Tradefairgroup,32.0,16.0
Melanie Gray,32.0,16.0
Aduncan Kilstock,32.0,14.0
Denise Moore,32.0,14.0
Teresa Bosien,32.0,13.0
Samer Takriti,32.0,12.0
V Charles,32.0,12.0
Jkmurphy Jonesday,32.0,11.0
Winston Goodbody,32.0,10.0
J Fields,32.0,9.0
Cwlipke Czn,32.0,8.0
Enron Europe,32.0,7.0
Lee Johnson,32.0,7.0
Monica Hwang,32.0,7.0
Dorothy Youngblood,32.0,6.0
Michael Garberding,32.0,6.0
Howard Wrightlaw,32.0,5.0
Stephen Swift,32.0,5.0
Gascontrol Aglresources,32.0,4.0
Lsutaylor,32.0,4.0
Theresa Villeggiante,32.0,4.0
Yawapongsiri,32.0,4.0
John Pgsenergy,32.0,3.0
Misti Day,32.0,3.0
Robert Mason,32.0,3.0
Sdtick,32.0,2.0
Leena Mathews,32.0,1.0
Peggy Ea Ekostial Accenture,32.0,1.0
Andrew Gibbins,32.0,0.0
Critical Notice,32.0,0.0
Evening Ino,32.0,0.0
Lana Moore,32.0,0.0
Real,32.0,0.0
Shawn Ridge Cshawn Apbenergy,32.0,0.0
Travelocity Cfeedback Em,32.0,0.0
Chad Landry,31.0,171.0
Chris Gaskill,31.0,107.0
Ann Elizabeth,31.0,87.0
Ann Schmidt,31.0,75.0
Morgan Gottsponer,31.0,53.0
Juan Padron,31.0,52.0
Mariella Mahan,31.0,51.0
Mary Clark,31.0,47.0
Ganapathy Ramesh,31.0,39.0
Donna Martens,31.0,35.0
Neil Davies,31.0,31.0
Joseph Wagner,31.0,21.0
Stephen Schwarzbach,31.0,21.0
Drew Tingleaf,31.0,19.0
Matthew Meyers,31.0,19.0
Mahmassani,31.0,18.0
